teacher_id,teacher_firstname,teacher_lastname,city,teacher_description,diploma_titles,diploma_levels,n_diplomas,highest_diploma_level,n_experiences
90ae5a220d3d,Antoine Dubois,Lefebvre,Paris,"Formateur et professeur passionné en informatique, avec une solide expérience dans la conception et l'animation de formations pour tous les niveaux.  Expert en développement de compétences pratiques et en pédagogie innovante.  Souhaite partager son expertise et aider les étudiants à maîtriser les technologies modernes.",Master en Science de l'Informatique | Doctorat en Intelligence Artificielle | Certificat de Formation en Développement Logiciel,master | doctorat | certificat,3,certificat,3
4341d644752b,Jean-Luc Dubois,Bernard,Paris,"Formateur passionné et expérimenté en développement informatique, avec une solide expertise en enseignement et en partage de connaissances.  Recherche une opportunité de contribuer à l'enseignement de l'informatique, en mettant l'accent sur l'apprentissage pratique et l'intégration de nouvelles technologies.",Master en Informatique | Licence en Informatique | Certificat d'Aptitude en Informatique,master | licence | aptitude,3,aptitude,3
8ac46c190a26,Antoine Dubois,Laurent Moreau,Paris,"Formateur et professeur expérimenté en informatique, passionné par l'enseignement et la transmission des connaissances.  A une solide expérience dans la conception et la mise en œuvre de programmes de formation et d'enseignement, avec une expertise dans le développement logiciel et l'informatique.  Cherche à partager son expertise et à inspirer les étudiants grâce à une approche pédagogique innovante.",Master en Intelligence Artificielle | Doctorat en Systèmes d'Exploration,master | doctorat,2,doctorat,3
b2fac8aefe4c,Antoine Dubois,Lambert,Paris,"Formateur passionné et expérimenté en développement informatique, Antoine a une solide expérience dans l'enseignement et la transmission des connaissances. Il possède une maîtrise de l'informatique et une connaissance approfondie des technologies les plus récentes.  Il est motivé par l'innovation et l'accompagnement des étudiants vers des succès dans le domaine de l'informatique.",Master en Intelligence Artificielle | Licence en Informatique,maitre | licence,2,licence,3
562ab016e495,Jean-Pierre Dubois,Lefevre,Paris,"Formateur et professeur passionné d'informatique, avec une solide expérience dans l'enseignement et la création de contenu pédagogique.  Expert en développement logiciel, avec une expertise dans les langages Java et Python, et un intérêt particulier pour l'apprentissage en ligne.  Recherche à la fois l'excellence académique et l'engagement des étudiants.",Master en Informatique | Doctorat en Sciences de l'Information,master | doctorat,2,doctorat,3
f0eb60f1c757,Jean-Luc Dubois,Martin,Paris,"Formateur et professeur expérimenté en informatique, spécialisé dans le développement logiciel, avec une passion pour l'enseignement et le partage de connaissances.  Recherche à proposer des cours de formation pour les étudiants et professionnels de l'informatique.  Fort d'une solide expérience dans l'enseignement et la gestion de formations, avec un engagement envers l'excellence pédagogique et l'innovation.",Master en Intelligence Artificielle | Licence en Informatique | Certificat de Formation en Développement Web,maitre | licence | certificat,3,certificat,3
7c8f20446b38,Jean-Luc Dubois,Moreau,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et le partage de connaissances.  Fort d'une solide expérience en France et en développement, avec une expertise dans la conception et l'animation de cours de qualité.  Compétent en pédagogie, en gestion de classe et en adaptation aux besoins des étudiants.  Recherche un poste stimulant où contribuer à l'excellence de l'enseignement et à la formation des futurs professionnels de l'informatique.",Master en Informatique | Licence en Informatique,master | licence,2,licence,2
fae9d8aced53,Jean-Luc Dubois,Martin,Paris,"Formateur expérimenté en informatique, spécialisé dans le développement logiciel, avec une passion pour l'enseignement et le partage de connaissances.  A une solide expérience en France et en développement informatique international.  Recherche un poste stimulant où sa capacité à expliquer des concepts complexes et à inspirer les étudiants sera mise à profit.",Master en Informatique | Licence en Informatique,maitre | master,2,maitre,3
aec20accf8ae,Antoine Dubois,Laurent Moreau,Paris,"Formateur passionné et expérimenté en développement informatique, avec une solide expérience en France et en Europe.  Expert en enseignement, spécialisé dans les cours de formation avancée et de développement de compétences pratiques.  Passionné par l'innovation et l'accompagnement des étudiants.",Master en Informatique | Certificat de Formation en Développement Logiciel,maitre | certificat,2,certificat,3
ada5fec51308,Jean-Luc Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, spécialisé dans l'apprentissage et l'enseignement, avec une solide expérience dans la France et au sein d'organisations internationales. Passionné par la transmission des connaissances et l'accompagnement des étudiants dans leur parcours de développement.",Master en Informatique | Licence en Informatique | Certificat de Formation en Design Thinking,maitre | master | professionnel,3,professionnel,3
a806f2028704,Jean-Luc Dubois,Petit,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et la transmission des connaissances.  Expertise dans le développement logiciel, l'architecture et les techniques de programmation.  Recherche un poste de formateur ou de professeur en France et en développement informatique.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,3
c3ded123ad21,Jean-Luc Dubois,Martin,Paris,"Formateur passionné et expérimenté en développement informatique, avec une solide expertise en pédagogie et en création de contenu.  A dirigé des formations pour différents niveaux, de débutants à professionnels, et possède une approche axée sur l'apprentissage pratique et l'engagement des étudiants.  Recherche à contribuer à l'évolution de l'enseignement de l'informatique en France.",Master en Informatique | Diplôme d'Ingénieur,maitre | ingenieur,2,ingenieur,4
4fdfe652bf57,Jean-Pierre Dubois,Martin,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et l'accompagnement des étudiants.  De plus, Professeur de sciences de l'informatique à l'Université de Lyon, avec une solide expérience en développement logiciel.  Recherche active des opportunités pour transmettre ses connaissances et inspirer les étudiants.",Master en Informatique | Licence en Informatique,master | licence,2,licence,2
cdd00e7a5bb1,Jean-Pierre Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et le partage de connaissances.  Expertise dans la conception et l'animation de cours de formation de niveau intermédiaire et avancé.  Recherche un poste stimulant où combiner sa passion pour l'apprentissage avec son expérience en gestion de formations.",Master en Informatique | Certificat de Formation en Développement Logiciel,master | certificat,2,certificat,3
2e136e0741b9,Jean-Luc Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et le partage de connaissances.  A une solide expérience en France et en développement international, avec une spécialisation dans l'apprentissage de la programmation et l'analyse de données.  Cherche à offrir un enseignement de qualité et à inspirer les étudiants à maîtriser les technologies informatiques.",Master en Intelligence Artificielle | Licence en Informatique,maitre | licence,2,licence,3
90fc58c92a04,Antoine Dubois,Lefebvre,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et la transmission des connaissances.  Fort d'une solide expérience en France et en développement informatique, Antoine possède une expertise dans la conception et l'animation de cours de qualité, axés sur la pratique et l'application des concepts.  Il est reconnu pour son approche pédagogique innovante et son engagement envers le succès de ses étudiants.",Master en Intelligence Artificielle | Diplôme d'Ingénieur Informatique,master | licence,2,licence,3
643c3bdf0da6,Antoine Dubois,Laurent Moreau,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et le partage de connaissances. Forte expertise dans le développement logiciel, avec une spécialisation en développement de jeux vidéo et en intelligence artificielle.  De plus, possède une solide expérience en gestion de projets et en accompagnement des étudiants.",Master en Informatique | Licence en Informatique | Certificat de Formation en Conception de Jeux Vidéo,maitre | licence | certificat,3,certificat,3
9b64e5ca39fa,Jean-Luc Dubois,Moreau,Paris,"Formateur passionné en informatique, spécialisé dans le développement logiciel, avec une solide expérience dans l'enseignement et la mentorat.  Passionné par l'innovation et la pédagogie, je souhaite partager mes connaissances et inspirer les étudiants à atteindre leurs objectifs.",Master en Informatique | Certificat de Formation en Conception Logicielle,maitrise | certificat,2,certificat,3
e6dbeccbc138,Antoine Dubois,Lambert,Paris,"Formateur passionné en développement informatique, avec une solide expérience en France et en développement international.  Expert en pédagogie et en animation de cours, Antoine s'engage à fournir un apprentissage engageant et pratique aux étudiants.  Il possède une maîtrise en informatique et une spécialisation en développement logiciel.  Il recherche un poste stimulant où il peut partager son expertise et contribuer au développement de talents.",Master en Informatique | Licence en Informatique,maitrise | licence,2,maitrise,3
9af90f403baf,Antoine Dubois,Laurent Moreau,Paris,"Formateur expérimenté en développement informatique, spécialisé dans l'enseignement de l'algorithmique, de la programmation orientée objet et des technologies web. Passionné par l'innovation et l'apprentissage continu.  A développé des méthodes pédagogiques efficaces et un accompagnement personnalisé pour les étudiants.  Recherche une opportunité de partager ses connaissances et de contribuer au développement des compétences informatiques.",Master en Informatique | Licence en Informatique,maitrise | licence,2,maitrise,3
2c11a04e35e1,Antoine Dubois,Moreau,Paris,"Formateur passionné en développement informatique, spécialisé dans la pédagogie et la création de cours interactifs.  Fort d'une solide expérience en France et en développement, Antoine souhaite partager ses connaissances et inspirer les étudiants à travers des cours stimulants et adaptés aux besoins du monde moderne.  Il est un fervent défenseur de l'apprentissage par la pratique et de l'utilisation de technologies innovantes.",Master en Intelligence Artificielle | Licence en Informatique,master | licence,2,licence,2
78b8416f0153,Jean-Luc Dubois,Martin,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et la transmission de connaissances. Fort d'une solide expérience en France et en développement informatique, je propose des cours de qualité, adaptés à différents niveaux et intérêts.  Je mets l'accent sur la pratique et l'application des concepts théoriques.",Master en Intelligence Artificielle | Licence en Informatique,master | licence,2,licence,3
9d29aa2f0caa,Antoine Dubois,Lambert,Paris,"Formateur passionné et expérimenté en informatique, spécialisé dans le développement logiciel et l'apprentissage.  Passionné par l'enseignement, Antoine possède une solide expertise dans la transmission de connaissances et l'accompagnement des étudiants.  Il est reconnu pour son approche pédagogique innovante et sa capacité à rendre les concepts complexes accessibles.",Master en Science de l'Informatique | Doctorat en Intelligence Artificielle,master | doctorat,2,doctorat,3
392536dc0b3e,Jean-Luc Dubois,Martin,Paris,"Formateur passionné en informatique, avec une solide expérience dans la conception et l'animation de formations.  Expert en développement logiciel, spécialisé dans les technologies Python et Java.  A une forte orientation vers l'apprentissage par l'expérience et l'accompagnement des étudiants.",Master en Informatique | Licence en Informatique | Certificat en Formation en Développement Logiciel,maitre | licence | certificat,3,certificat,3
699271ae63ae,Antoine Dubois,Lefebvre,Paris,"Formateur passionné et expérimenté en développement informatique, avec une solide expertise dans l'enseignement et la pédagogie.  Passionné par l'apprentissage et la transmission de connaissances, Antoine possède une approche pédagogique centrée sur l'engagement des étudiants et la résolution de problèmes pratiques.  Il a une solide expérience en France et en développement informatique, avec un désir de partager son expertise et d'aider les étudiants à atteindre leurs objectifs.",Master en Intelligence Artificielle | Licence en Informatique,master | licence,2,licence,2
8c65a65e86fc,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et la transmission de connaissances. Fort d'une solide expérience en France et en développement informatique, je propose des cours de qualité, adaptés à différents niveaux et intérêts.  Je suis un expert en pédagogie et j'utilise des méthodes interactives pour favoriser l'engagement des étudiants.  Je souhaite contribuer à l'épanouissement des apprenants grâce à une formation pertinente et pratique.",Master en Intelligence Artificielle | Licence en Informatique,master | licence,2,licence,3
d2c801631117,Jean-Pierre Dubois,Martin,Paris,"Formateur expérimenté en informatique, spécialisé dans le développement logiciel, avec une solide expérience en France et en développement dans le monde entier. Passionné par l'enseignement et l'accompagnement des étudiants, offrant des cours de qualité et des formations personnalisées.",Master en Informatique | Licence en Informatique | Certificat de Formation en Développement Logiciel,master | licence | certificat,3,certificat,3
e7bcfbd2c4cd,Antoine Dubois,Laurent Moreau,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances.  Fort d'une solide expérience internationale, Antoine possède une expertise dans la conception et l'animation de cours, et une forte capacité à adapter son enseignement aux différents niveaux et publics.  Il est reconnu pour son approche pédagogique innovante et sa capacité à motiver les étudiants.  Antoine s'engage à fournir un apprentissage pratique et concret.",Master en Science des Données | Doctorat en Intelligence Artificielle | Certificat en Formation Continue,maitre | professeur | professionnel,3,professionnel,4
5bfcdaadb125,Antoine Dubois,Lefebvre,Paris,"Formateur et professeur expérimenté en développement informatique, spécialisé dans l'apprentissage automatique et la science des données. Passionné par l'enseignement et l'accompagnement des étudiants dans leurs projets. Forte expertise en méthodes de programmation, en algorithmes et en structures de données.",Master en Intelligence Artificielle | Master en Ingénierie Logicielle | Licence en Informatique,maitre | maitre | licence,3,licence,3
f5166022fc7d,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur et professeur expérimenté en développement informatique, passionné par l'enseignement de la programmation et la résolution de problèmes.  A une solide expérience dans la conception et la mise en œuvre de programmes d'apprentissage, avec un accent sur l'accompagnement des étudiants et la promotion de la pensée critique.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,3
a459319e717a,Antoine Dubois,Lambert,Paris,"Formateur passionné et expérimenté en développement informatique, Antoine Dubois possède une solide expérience dans la conception et l'animation de formations pour tous les niveaux. Il est spécialisé dans l'enseignement des technologies web, du développement Python, et des algorithmes de programmation.  Antoine est motivé par l'aide à l'apprentissage et à la résolution de problèmes.",Master en Informatique | Certificat en Formation en Développement Logiciel,master | certificat,2,certificat,3
9357c524c69a,Antoine Dubois,Lambert,Paris,"Formateur passionné en développement informatique, spécialisé dans l'apprentissage de l'informatique et l'application des principes de la programmation.  A une solide expérience dans l'enseignement, la formation et la transmission de connaissances.  Passionné par l'innovation et l'accompagnement des apprenants.",Master en Informatique | Certificat de Formation en Conception Logicielle,master | certificat,2,certificat,3
68ea1a1e9a0c,Jean-Luc Dubois,Moreau,Paris,"Formateur passionné et expérimenté en informatique, avec une solide expérience dans l'enseignement et le développement de formations.  Passionné par l'innovation et l'accompagnement des apprenants, il possède une connaissance approfondie des technologies les plus récentes et une aptitude à rendre les concepts complexes accessibles.  Il s'engage à créer des expériences d'apprentissage engageantes et efficaces.",Master en Intelligence Artificielle | Doctorat en Ingénierie Logicielle | Certificat de Formation en Développement Logiciel,maitre | dr. ing. | certifie,3,dr. ing.,3
f91c102427df,Jean-Luc Dubois,Moreau,Paris,"Formateur passionné et expérimenté en informatique, avec une solide expérience dans la conception et l'animation de cours de développement logiciel.  Expert en pédagogie, Jean-Luc est dévoué à aider les étudiants à maîtriser les concepts clés et à développer leurs compétences en programmation.  Il possède une compréhension approfondie des dernières technologies et des meilleures pratiques.",Master en Informatique | Licence en Informatique | Certificat de Formation en Développement Logiciel,maitrise | licence | certificat,3,certificat,3
88357a5b73df,Jean-Pierre Dubois,Lefevre,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et la transmission des connaissances.  Fort d'une solide expérience en France et en développement informatique, il se spécialise dans l'apprentissage de la programmation et la résolution de problèmes techniques.  Il possède une solide expérience en gestion de cours et en mentorat.",Master en Informatique | Licence en Informatique,master | licence,2,licence,3
266c68cfba7d,Antoine Dubois,Laurent Moreau,Paris,"Formateur passionné et expérimenté en développement informatique, avec une expertise dans les technologies Java, Python et C++.  Avertissant de son penchant pour la pédagogie et la création d'environnements d'apprentissage engageants.  Recherche un poste stimulant où il peut partager son savoir et inspirer les étudiants.",Master en Informatique | Licence en Informatique,maitrise | licence,2,maitrise,3
89a804181709,Jean-Pierre Dubois,Leroy,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances.  Expertise dans les langages Python, Java et JavaScript, avec une forte orientation vers l'apprentissage pratique et la résolution de problèmes.  Recherche une opportunité de partager son expertise et de contribuer au développement de futurs développeurs.",Master en Informatique | Licence en Informatique,master | licence,2,licence,2
a4d8c4ccb44f,Antoine Dubois,Lefebvre,Paris,"Formateur et professeur expérimenté en informatique, spécialisé dans le développement logiciel et l'apprentissage automatique. Passionné par l'enseignement pratique et l'accompagnement des étudiants dans leurs projets.  A une solide expérience dans l'enseignement à l'université et dans le monde de l'entreprise.",Master en Intelligence Artificielle | Licence en Informatique,master | licence,2,licence,3
6cfd42ac3ebd,Antoine Dubois,Laurent Moreau,Paris,"Formateur passionné et expérimenté en développement informatique, spécialisé dans l'apprentissage et la pédagogie.  A une solide expérience en France et en développement international, avec une forte expertise dans la conception et l'animation de cours de formation pour des étudiants de tous niveaux.  Recherche un poste stimulant où sa passion pour l'enseignement et son expertise peuvent contribuer à l'excellence de l'apprentissage.",Master en Science de l'Informatique | Doctorat en Sciences de l'Informatique,master | doctorat,2,doctorat,2
dded9554e7f9,Jean-Pierre Dubois,Laurent Moreau,Paris,"Formateur expérimenté en développement informatique, spécialisé dans l'apprentissage automatique, la science des données et l'analyse de données. Passionné par l'enseignement et la transmission des connaissances. Forte expertise en pédagogie et en création de contenu pédagogique.",Master en Intelligence Artificielle | Licence en Informatique | Certificat de Formation en Data Science,maitrise | licence | certificat,3,certificat,3
d19d8ea81ba4,Jean-Luc Dubois,Martin,Paris,"Formateur et professeur d'informatique passionné, avec une solide expérience en France et en développement international. Spécialiste dans la conception et l'animation de cours pratiques et théoriques, axés sur les dernières technologies et les meilleures pratiques.  Recherche constamment des moyens d'améliorer l'apprentissage et l'engagement des étudiants.",Master en Intelligence Artificielle | Licence en Informatique | Certificat en Développement Web (Adobe Certified Professional),master | licence | certificat,3,certificat,3
d5fc8646a2c0,Jean-Luc Dubois,Petitjean,Paris,"Formateur passionné et expérimenté en informatique, spécialisé dans le développement logiciel.  A une solide expérience dans l'enseignement et la formation, avec une forte motivation à transmettre ses connaissances et à aider les étudiants à atteindre leurs objectifs.  Passionné par l'innovation et l'apprentissage continu.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,3
02e354966f49,Jean-Pierre Dubois,Laurent Moreau,Paris,"Formateur expérimenté en développement informatique, spécialisé dans l'apprentissage et l'enseignement de la programmation. Passionné par l'innovation et la pédagogie, je souhaite partager mes connaissances et aider les étudiants à maîtriser les technologies de pointe.  J'ai une solide expérience en France et en développement informatique à l'échelle internationale.",Master en Informatique | Licence en Informatique | Certificat de Formation en Animation et en Pédagogie,maitrise | licence | certificat,3,certificat,3
0948bdeca998,Jean-Luc Dubois,Martin,Paris,"Formateur et professeur passionné d'informatique, spécialisé dans l'apprentissage automatique et la science des données.  Devenant un expert en enseignement, j'ai une solide expérience dans la conception et la mise en œuvre de programmes d'apprentissage et de formation. Je cherche à partager mes connaissances et à aider les étudiants à développer leurs compétences en informatique.",Master en Intelligence Artificielle | Doctorat en Sciences de l'Information | Licence en Informatique,master | doctorat | licence,3,doctorat,3
1b7bec0c03a2,Jean-Luc Dubois,Martin,Paris,"Formateur expérimenté en informatique, spécialisé dans le développement logiciel, avec une solide expérience en France et en développement international. Passionné par l'enseignement et la transmission des connaissances, je propose des cours stimulants et adaptés aux besoins des étudiants.  Je possède une maîtrise de l'informatique et une expérience significative dans la conception et la mise en œuvre de programmes.  Mon objectif est de créer un environnement d'apprentissage engageant et efficace.",Master en Informatique | Licence en Informatique,maitrise | licence,2,maitrise,3
a5365bf5c09d,Jean-Pierre Dubois,Lefevre,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et l'accompagnement des étudiants.  Expert en algorithmes, structures de données et programmation orientée objet.  De plus, possède une solide expérience dans la gestion de cours et la création de programmes pédagogiques innovants.",Master en Informatique | Doctorat en Intelligence Artificielle,maitrise | doctorat,2,maitrise,3
b83ec80cee36,Antoine Dubois,Lambert,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances. Fort d'une solide expérience en France et en développement international, Antoine possède une expertise dans la conception et l'animation de cours de qualité, axés sur la pratique et la résolution de problèmes concrets.  Il est un expert en [mentionner une compétence spécifique, ex: Python, Java, Data Science].",Master en Informatique | Doctorat en Intelligence Artificielle,maitre | professeur,2,professeur,2
67de7c6c4c0c,Jean-Luc Dubois,Martin,Paris,"Formateur passionné et expérimenté en informatique, spécialisé dans le développement logiciel, la programmation orientée objet et les technologies web.  A une solide expérience dans l'enseignement et la mentorat, avec une forte orientation vers l'apprentissage pratique et l'accompagnement des étudiants.  Passionné par l'innovation et l'excellence dans le domaine.",Master en Informatique | Licence en Informatique,master | licence,2,licence,3
ffc6058e8a18,Jean-Pierre Dubois,Lefevre,Paris,"Formateur passionné et expérimenté en informatique, avec une solide expérience dans la transmission des connaissances et l'accompagnement des étudiants.  Spécialiste en développement logiciel, avec une expertise en [mentionner une spécialisation, ex:  Java, Python, Data Science].  Recherche à la fois des opportunités de formation et d'enseignement.",Master en Informatique | Doctorat en Intelligence Artificielle,master | doctorat,2,doctorat,3
ac5d01e8ab2c,Jean-Luc Dubois,Martin,Paris,"Formateur passionné et expérimenté en développement informatique, spécialisé dans l'apprentissage et la pédagogie.  De plus, possède une solide expérience de la gestion de cours et de la transmission de connaissances.  Un expert en partage de compétences et en amélioration continue.",Master en Intelligence Artificielle | Licence en Informatique | Certificat en Formation Continue,maitre | master | professionnel,3,professionnel,3
0cc05cbcdd9d,Jean-Luc Dubois,Moreau,Paris,"Formateur et professeur expérimenté en développement informatique, passionné par l'enseignement et la transmission des connaissances.  A une solide expérience dans la conception et l'animation de cours, avec un accent sur l'apprentissage actif et l'application pratique.  Fort d'une formation solide en informatique, il apporte une perspective pratique et une capacité d'adaptation aux besoins des étudiants.",Master en Informatique | Licence en Informatique,maitrise | licence,2,maitrise,3
5e8e126ba510,Jean-Luc Dubois,Moreau,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et le partage des connaissances.  A une solide expérience en France et en développement informatique, avec un focus sur l'intégration de nouvelles technologies et la pédagogie.  Recherche un poste stimulant où il pourra utiliser son expertise pour aider les étudiants à développer leurs compétences.",Master en Informatique | Licence en Informatique,master | licence,2,licence,3
d2b7a9c035a0,Jean-Luc Dubois,Martin,Paris,"Formateur passionné et expérimenté en développement informatique, spécialisé dans l'enseignement de la programmation orientée objet, de la science des données et de l'apprentissage automatique.  A une solide expérience dans la conception et l'animation de cours, avec un engagement envers l'apprentissage actif et l'accompagnement des étudiants.  Passionné par la transmission des connaissances et l'aide à la résolution de problèmes.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,2
0ed5cb2afc5f,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur passionné en développement informatique, avec une solide expérience en France et en développement international.  Expert en pédagogie et en animation de cours, offrant un enseignement pratique et motivant.  Passionné par l'innovation et la création de contenus pédagogiques de qualité.",Master en Intelligence Artificielle | Diplôme d'Ingénieur Informatique | Certificat de Formation en Développement Web (France),master | licence | certificat,3,certificat,3
204a01137320,Jean-Luc Dubois,Petitjean,Paris,"Formateur passionné en informatique, avec une solide expérience en France et en développement informatique à l'international.  Expert en pédagogie et en mise en pratique des concepts.  Passionné par l'accompagnement des étudiants et l'aide à la réussite de leurs projets.",Master en Intelligence Artificielle | Licence en Informatique | Certificat de Formation en Conception de Jeux,master | licence | certificat,3,certificat,3
88ab411b08f4,Jean-Luc Dubois,Moreau,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et l'accompagnement des étudiants.  Possède une solide expertise dans les cours de développement informatique, avec une expérience de plus de 10 ans dans l'enseignement et la formation.  A une forte orientation pédagogique et un souci constant de l'amélioration continue des méthodes d'enseignement.",Master en Informatique | Doctorat en Intelligence Artificielle,master | doctorat,2,doctorat,3
26e1cd54abd7,Jean-Luc Dubois,Petitjean,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et la transmission des connaissances. Fort d'une solide expérience en France et en développement informatique, je propose des cours de qualité, adaptés aux besoins de chaque apprenant. Je suis à la recherche d'un poste stimulant où je pourrai contribuer à l'évolution des compétences des participants.",Master en Intelligence Artificielle | Licence en Informatique,master | licence,2,licence,3
ddd77d337d82,Jean-Pierre Dubois,Leroux,Paris,"Formateur expérimenté en développement informatique, passionné par l'enseignement et l'accompagnement des étudiants.  Expert en pédagogie, avec une solide expérience dans la conception et l'animation de cours de développement logiciel, allant des bases aux concepts avancés.  Fort d'une formation solide et de plusieurs années d'expérience professionnelle, il souhaite partager son savoir-faire et contribuer à l'excellence de l'apprentissage.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,3
72640a4dff9d,Jean-Pierre Dubois,Lefevre,Paris,"Formateur expérimenté en informatique, passionné par l'enseignement et le partage de connaissances.  Expert en développement logiciel, avec une solide expérience en France et en développement en tant que professeur à l'université.  Recherche à proposer des cours innovants et adaptés aux besoins des étudiants.",Master en Informatique | Doctorat en Intelligence Artificielle,maitre | professeur,2,professeur,3
6fbdde417f6f,Jean-Luc Dubois,Martin,Paris,"Formateur et professeur expérimenté en informatique, spécialisé dans le développement logiciel et la formation. Passionné par l'enseignement, la création de cours engageants et l'accompagnement des étudiants dans leurs projets. Forte d'une solide expérience en France et en développement informatique international, je souhaite partager mes connaissances et mon expertise.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,3
dbabacb1b156,Antoine Dubois,Moreau,Paris,"Formateur passionné et expérimenté en développement informatique, avec une solide expérience dans l'enseignement et la création de formations.  Expertise dans les technologies Java, Python et C++, avec un accent sur l'apprentissage pratique et la résolution de problèmes.  A une forte motivation pour l'éducation et la transmission des connaissances.",Master en Informatique | Certificat en Formation Continue,maitre | certificat,2,certificat,3
c0189cd3c349,Jean-Luc Dubois,Martin,Paris,"Formateur expérimenté en développement informatique, spécialisé dans l'enseignement et le mentorat. Passionné par l'innovation et l'amélioration continue des compétences. Forte expertise en conception pédagogique et en adaptation aux besoins des étudiants.",Master en Intelligence Artificielle | Licence en Informatique,master | licence,2,licence,3
ae3d541a4147,Jean-Pierre Dubois,Lefevre,Paris,"Formateur et professeur expérimenté en développement informatique, passionné par l'enseignement de l'apprentissage automatique, de la programmation orientée objet et de l'analyse de données.  Expert en pédagogie et en adaptation aux différents niveaux d'apprentissage.  Recherche un poste stimulant où sa connaissance approfondie des technologies et son engagement envers l'excellence peuvent contribuer au succès des étudiants.",Master en Intelligence Artificielle | Doctorat en Informatique | Licence en Informatique,master | doctorat | licence,3,doctorat,3
98076a556f30,Jean-Luc Dubois,Moreau,Paris,"Formateur passionné et expérimenté en développement informatique, avec une solide expertise dans la conception et l'enseignement de cours de niveau universitaire et professionnel.  Un expert en pédagogie, avec un engagement fort envers l'apprentissage actif et la création d'expériences d'apprentissage engageantes.  De plus, passionné par l'innovation et l'intégration des dernières technologies.",Master en Informatique | Doctorat en Intelligence Artificielle,master | doctorat,2,doctorat,3
429943bb69e9,Jean-Luc Dubois,Moreau,Paris,"Formateur et professeur expérimenté en informatique, passionné par l'enseignement et la transmission des connaissances.  Spécialiste en développement logiciel, avec une solide expérience en France et en développement dans le monde.  Vise à offrir des cours de haute qualité, axés sur la pratique, la résolution de problèmes et la pédagogie.  Fort de plusieurs années d'expérience dans l'enseignement et la formation, avec un engagement envers l'excellence et l'innovation pédagogique.",Master en Informatique | Doctorat en Intelligence Artificielle | Licence en Informatique,maitre | professeur | licence,3,professeur,3
708541c9756d,Jean-Luc Dubois,Moreau,Paris,"Formateur passionné en développement informatique, avec une solide expérience pédagogique et une expertise reconnue dans la conception et l'animation de formations.  Passionné par l'enseignement, l'innovation pédagogique et la transmission des connaissances.  Recherche des opportunités pour développer et proposer des cours de qualité aux étudiants et professionnels du secteur.",Master en Intelligence Artificielle | Licence en Informatique | Certificat de Formation en Développement Logiciel,maitre | licence | certificat,3,certificat,3
97e496aa8430,Jean-Luc Dubois,Moreau,Paris,"Formateur passionné et expérimenté en informatique, spécialisé dans le développement logiciel.  Expertise dans l'enseignement de la programmation, de la conception de logiciels et de la gestion de projets.  A dirigé des formations pour des entreprises et des étudiants, avec un fort accent sur l'apprentissage pratique et l'application des concepts théoriques.  Passionné par l'innovation et la collaboration.",Master en Informatique | Licence en Informatique,maitre | licence,2,licence,3
4e02edcf8d70,Antoine Dubois,Lefebvre,Paris,"Formateur passionné et expérimenté en développement informatique, spécialisé dans l'apprentissage et la pédagogie. A une solide expérience dans la conception et la mise en œuvre de programmes de formation et de développement de cours.  Passionné par l'innovation pédagogique et l'engagement des apprenants.",Master en Intelligence Artificielle | Doctorat en Informatique | Certificat en Formation Éducative,master | doctorat | certificat,3,certificat,3
dc38e98c1260,Jean-Pierre Dubois,Lefebvre,Paris,"Formateur passionné en informatique, avec une solide expérience dans l'enseignement et la pédagogie.  Spécialiste du développement logiciel, avec une expertise dans les frameworks JavaScript et Python, et un fort intérêt pour l'apprentissage en ligne et la formation continue.  Recherche à contribuer à l'amélioration de l'expérience d'apprentissage des étudiants.",Master en Informatique | Licence en Informatique,master | licence,2,licence,3
